OID_,Length,TWI,TWI_5,TWI_10,TWI_15,Slope,Slope_5,Slope_10,Slope_15,Irrigation_Density_100,Irrigation_Density_200,Irrigation_Density_300,Irrigation_Density_400,Value,NEAR_FID,NEAR_DIST
282,4.19524878974412,9.0607662,8.2322073,7.4674525,7.0430551,0.4425707,0.5462696,2.3261774,3.3228178,0.0000000,1.9471986,2.5342951,2.5263650,4.1952486,1,2014.603213773918242
283,5.28194970438968,4.0907221,5.2772403,5.1788182,5.0965972,8.0253754,8.1124086,10.0145788,9.5423307,4.4508781,3.6090353,2.0637915,1.9928386,5.2819495,1,1298.907507959929262
284,3.66489837777965,5.9744902,5.6989660,5.2135739,5.4897318,3.3745723,4.3581772,7.4990797,7.4890294,7.6468010,3.0127230,2.6179528,2.9205172,3.6648984,1,1325.560198348821359
285,4.10681874083694,5.3805261,5.4434586,5.5420566,5.4298673,2.7085757,5.2440414,7.4398570,7.5134525,6.9016662,3.4608743,3.3910923,3.2514708,4.1068187,1,1239.155173730114711
286,6.71928998671457,6.2457066,5.4213905,5.1049314,5.1971812,13.1921597,12.3337307,10.1772118,9.5160255,0.0000000,3.2967770,4.6618080,3.8577237,6.7192898,1,1091.046094487227492
287,5.80692331271694,7.9085073,5.2434845,5.1709738,5.2680564,1.9104667,7.5823951,8.0160446,8.3813629,1.9414028,4.9659543,4.8686376,4.0239992,5.8069234,1,1124.607486110673790
288,5.42566661455829,5.9883823,5.8912468,5.6088009,5.3858595,3.7030234,6.4896784,8.1368523,8.6215382,0.2678429,4.8418865,4.7169080,3.5799031,5.4256668,1,1188.058041491676931
289,4.11163880318711,4.6337366,5.2953091,5.4521089,5.4494734,7.2884178,6.1283689,6.0081134,6.2054434,8.8016224,5.8227873,4.8739934,4.1797142,4.1116390,1,1092.800966243816447
290,3.87841649095902,5.3519115,5.7060566,5.4008756,5.4830589,4.1728621,4.0069280,5.8784504,6.2001605,10.4134216,6.0895605,4.8491087,4.2868996,3.8784165,1,1068.064926850493066
291,5.2969148467598,9.1414032,5.3541679,5.4423857,5.4205785,1.7880864,5.5647817,5.9630203,6.4377260,11.6357632,6.4067626,4.8456445,4.1805863,5.2969151,1,1120.461140803613489
292,4.97215951886005,5.9573445,5.8244410,5.5578623,5.3622150,6.0675483,4.3336439,7.2766304,7.6865029,2.8020568,5.9256940,4.8340039,3.8398938,4.9721594,1,1172.799796247863242
293,5.82918604474331,4.1840219,5.0039849,5.2817769,5.3341746,8.5193348,7.7479100,7.0635505,7.5398641,5.3872910,5.1059875,4.8757277,4.1730380,5.8291860,1,1110.857498772618101
294,4.072214702275,4.6948643,5.4721079,6.0235863,5.8305297,5.4312477,4.6416378,3.5984550,4.8730764,8.8597107,5.4590840,5.6530714,4.4714613,4.0722146,1,1031.761725166167935
295,3.19350551515218,7.6307812,6.0772653,5.6984529,5.7905202,2.5142064,3.9309542,5.0322318,4.7493825,9.4921150,5.7811127,5.0938106,4.5744715,3.1935055,1,1014.119269488481677
296,3.61500298360361,4.4471216,5.8824682,6.0752826,5.9298420,8.3425674,4.9494581,4.2173629,4.3761759,9.7319098,6.2081609,4.4321384,4.4349546,3.6150029,1,1003.934500631621518
297,3.97418252296875,7.4439411,6.9152126,5.9925146,5.9689107,2.3582034,2.5606406,4.1296568,3.9313173,7.8623176,5.3164330,4.5395670,4.3744135,3.9741826,1,1047.261892523393726
298,5.90416720761996,5.0773935,5.5878663,5.6868005,5.5612001,3.0737000,4.6919303,4.7055244,5.2136502,0.0000000,1.7507330,3.3607509,3.5567069,5.9041672,1,1182.783215868605566
299,2.79072960492743,6.9045167,6.1951642,6.0785351,5.9514475,1.0442071,2.5627248,3.2367244,3.4798274,3.3275959,4.5516481,3.7792568,3.9747438,2.7907295,1,1077.341358607328857
300,4.57654946344926,4.7118173,5.7485757,5.7428513,5.7635856,4.9393320,4.9049826,5.0467529,4.9598880,0.0000000,3.2614441,3.1190102,3.5975673,4.5765495,1,1084.770618457974479
301,5.44271131886513,4.9267554,5.2954369,5.5350180,5.4674459,4.1985784,6.2957325,6.0922251,5.9775147,0.0000000,0.7334612,3.1345799,3.4268210,5.4427114,1,1213.079667055997788
302,5.57198918669589,6.7808809,5.4852004,5.3034697,5.4582853,4.5600920,4.6349339,7.9037032,6.0799184,0.0000000,0.0000000,2.0512273,3.0031219,5.5719891,1,1211.144097126106317
303,5.52537415002624,4.2400918,4.9464574,5.2279000,5.3117051,19.1679745,11.3918076,9.5749846,7.9208169,0.0000000,0.0000000,0.1786655,2.2343431,5.5253739,1,1288.553866870012826
304,4.80028944333075,6.5375333,5.9432254,5.8854594,5.7775445,8.8392544,8.9305182,7.5966163,6.6075654,0.0000000,0.0000000,1.1842307,1.4146374,4.8002896,1,1435.753007668828332
305,5.49173118802826,4.6034584,4.7103620,5.5430613,5.4345946,16.5319252,11.0462856,7.5318561,7.4940863,0.0000000,0.0676493,0.5502201,0.7637292,5.4917312,1,1596.322033885466908
306,6.30266993053325,4.1510382,4.6718726,5.2925830,5.5895572,11.3072157,9.0941458,7.1618943,5.8784561,0.0000000,1.4755226,2.4909928,3.3318911,6.3026700,1,1135.385039544303709
307,4.27031709491436,8.4247665,5.7841902,5.8641477,5.8793173,1.7496350,3.4047270,3.7588513,4.2526035,6.1682811,4.7211437,4.8340240,4.1623974,4.2703171,1,949.538579595437454
308,3.50207536301867,8.9529076,6.5055761,5.9254489,6.1046014,1.6440427,3.1344171,3.6105783,3.8052962,8.3574228,4.9398680,4.3359342,4.1171122,3.5020754,1,984.058200383375038
309,5.49547312230242,3.9329615,5.4948068,5.7190633,5.7070599,10.1197033,6.8797350,6.1844196,6.1704679,0.4267111,3.2188730,3.9912868,3.5146933,5.4954729,1,1030.025776585963513
310,4.32125539551861,5.3184042,6.0051465,5.6516972,5.5466290,3.5248971,4.0533409,6.5373816,7.2393503,0.0000000,0.0292580,0.7613199,0.9038497,4.3212552,1,1544.719225238248555
311,6.43843110421067,5.2940826,5.5714855,5.4010940,5.4307661,11.4392843,7.8878250,7.4591088,6.8040481,0.0000000,0.0000000,0.2338784,0.6118004,6.4384313,1,1601.833390427942959
312,6.31369052123461,4.4065838,5.3748021,5.2256470,5.4067006,15.5232143,8.5015917,8.0003119,6.9501352,0.0000000,0.0000000,0.1526181,0.5995063,6.3136907,1,1581.348588968379772
313,5.21392762138899,4.3638463,5.9100132,5.4115729,5.4997449,6.9843116,5.6707940,8.3279886,8.2397490,0.0000000,0.3731751,0.9734464,0.9872352,5.2139277,1,1552.947618347709749
314,4.16311874486867,5.6855688,5.7852912,5.5582376,5.6070805,3.7732074,3.5208247,6.0925527,7.0524330,0.0000000,0.0000000,0.2582069,0.8623747,4.1631188,1,1501.427974580970613
315,3.15081462479728,6.3094606,5.0907974,5.3012462,5.4158373,5.5681143,6.7000623,7.4116502,6.5475516,0.0000000,0.0000000,0.0511005,0.3081184,3.1508145,1,1671.491006328702042
316,5.33549304662773,6.1169157,5.0691814,5.2127738,5.1458445,3.4601462,5.5609102,7.4396863,8.3105555,0.0000000,0.0000000,0.0020636,0.1738939,5.3354931,1,1768.181123521388145
317,4.9627278238975,4.5500674,5.4231124,5.2419209,5.2297158,9.9421682,6.1863036,7.3006759,7.4002886,0.0000000,0.0000000,0.1319388,0.3435473,4.9627280,1,1711.693798445783614
318,3.75183445802728,6.6979003,6.9754119,6.4740644,6.5969806,3.7367787,4.5209475,4.1323094,4.0389862,3.7556093,2.0124345,2.8027005,2.6153846,3.7518344,1,254.743115983084408
319,3.50895847961804,7.8992057,7.2798948,7.1429362,6.5176358,3.5213256,3.2649252,3.3784654,4.3126307,0.0000000,0.0000000,1.6110482,2.5955169,3.5089586,1,287.897623727172800
320,3.96818412877524,5.1009030,5.7721610,5.8223753,5.9214449,4.7985129,4.1246328,4.6251183,4.4374533,0.6230215,5.1378040,4.1270661,4.0864334,3.9681842,1,650.527917090747565
321,4.30565499092669,7.7771220,8.1102123,7.7609124,7.7911501,0.3410722,0.6093037,1.1199179,1.2275202,3.8022823,4.7724128,5.5063004,5.0816984,4.3056550,1,684.578770329625172
322,6.1581345368175,5.6408730,5.3414836,5.7399530,6.0867763,10.3141947,7.7093811,6.7922387,5.6191235,6.5374517,3.5053058,5.2492614,5.4477310,6.1581345,1,547.654422269433326
323,2.9043758574588,7.5317893,7.7523704,7.1647997,6.8327947,1.0147158,1.3995695,3.1562092,3.3533826,5.0774369,5.2396021,4.2319193,5.8127103,2.9043758,1,650.323902833849161
324,4.83963190640717,6.6626563,7.2624955,7.3453097,7.0095391,0.7972442,1.7921387,2.8553164,2.8759720,4.5587244,7.4969063,5.1861429,5.1028447,4.8396320,1,843.183345041187295
325,3.58832743425418,7.4989271,7.5073838,7.5111156,7.1648602,0.3709359,0.5866686,1.0980064,1.7459632,4.6210384,5.4153886,5.5917554,4.3433900,3.5883274,1,757.817976183653855
326,6.09146131496949,6.9428463,7.2795324,7.3057232,7.0892019,0.9733598,1.5501772,2.8776071,2.7435739,4.6497464,7.2340579,5.3555059,5.0136652,6.0914612,1,828.687424241681242
327,2.98812959969199,6.7393947,7.2749124,7.5791221,7.3155408,0.5726584,0.6810179,1.2162528,2.4358261,3.9446318,2.9149361,2.6645279,3.2166469,2.9881296,1,815.280672682480372
328,4.01784579357087,10.5502062,7.7802887,7.6981783,6.9721994,0.2035341,0.7257381,0.8085408,1.9661201,0.0000000,0.5663702,2.2651656,2.8153486,4.0178456,1,888.727808920279131
329,4.06627778847511,8.0414753,7.7392292,7.5372858,7.3441424,1.4082679,1.5143028,1.5259236,1.9291260,3.3586464,5.5729680,5.6095552,5.3254108,4.0662780,1,730.378790646301695
330,5.27648458108572,5.2995186,6.0744591,6.1307888,6.0343118,2.4554651,3.1164992,3.5941484,4.1154909,0.0000000,1.4662564,1.7631123,2.6796541,5.2764845,1,557.107765402921359
331,4.62803216593353,5.6906018,5.4174724,5.7255716,5.8266931,6.4508419,5.7099690,5.2647676,4.8158998,0.0000000,1.5252876,1.9790184,2.7235284,4.6280322,1,505.189021149552218
332,2.12995505375698,5.0052156,5.4533525,6.5142474,6.5847425,3.3366063,4.0277448,2.5903049,2.4415271,0.0000000,3.1621165,2.2944088,1.9904647,2.1299551,1,876.703727805289304
333,3.46914314794685,5.3769960,5.6254253,6.3087511,6.3289285,2.5229523,3.2584875,2.7150249,3.0787501,4.9332395,3.2816675,2.3442562,2.2041900,3.4691432,1,942.268879902930621
334,3.7325246627841,8.8856354,7.3547287,6.9833250,7.0421844,1.6128132,2.1149409,2.9704788,2.8652661,0.0000000,0.4982091,2.9944217,2.5944445,3.7325246,1,700.004925847367872
335,0.637032778997488,6.5005512,6.8710604,7.3630819,7.4381852,4.6323915,3.9134355,4.0729809,4.0049701,9.6351309,4.3809299,3.6058967,3.0969019,0.6370328,1,67.875931483679750
336,3.27360288636243,7.7972150,7.7456489,7.4618483,7.7677269,2.9522572,2.7116630,3.0961490,3.1241782,1.0989515,2.2831359,3.4408646,3.9762366,3.2736030,1,217.811945503190685
337,2.22383153251901,5.7533646,7.4296055,7.1264286,7.1541257,1.9450895,2.6509485,3.2564597,4.0456543,0.0000000,0.1138543,1.4743894,3.2072299,2.2238314,1,351.373448125358323
338,4.56413945533983,6.8021250,6.9218278,7.8140163,7.8121972,2.1758599,2.8489125,2.9762263,3.1823046,0.0000000,1.1981236,2.4920573,3.5757973,4.5641394,1,276.865594645560918
339,3.13912025994121,8.2547503,8.3914042,8.5472250,7.8100224,3.1997862,3.2964656,3.0646207,3.2890713,3.0236480,3.3001487,3.7862554,3.2651401,3.1391203,1,180.011309251094076
340,3.13793116716675,6.4372625,8.0597477,8.4342051,7.8494558,3.6992950,3.4097829,3.0417073,3.1840155,2.2770734,3.0795352,3.6892154,3.3698120,3.1379311,1,194.042531786568873
341,2.5053863972288,7.3677754,7.9161334,8.2992249,7.7550740,2.9218693,3.2359402,3.1176145,3.3468359,4.7196035,3.4501450,3.7446468,3.3611319,2.5053864,1,169.933057270374377
342,1.64528432180113,6.4877210,7.0537167,6.9252701,7.0911674,3.5394022,2.6002100,3.1350439,3.2261643,0.0000000,2.3133895,1.9569037,2.6619296,1.6452843,1,335.464011754230114
343,3.07753977665419,6.4500265,6.9580212,6.5394607,6.3674736,3.7149363,3.2857225,4.1723814,3.9340439,0.0000000,0.0000000,1.2543045,2.9308772,3.0775397,1,459.385183875062125
344,2.41387913926141,7.7408895,8.3576345,8.5948563,7.7604704,3.8912349,3.3665171,3.2941699,3.6525061,4.2152648,5.6724091,3.8909323,2.6253381,2.4138792,1,153.317042984460159
345,2.12852540798825,5.6897388,5.7997141,6.1890616,6.2144694,1.7632651,3.7283359,3.8245928,3.9462609,5.5479655,3.0715165,2.1036558,1.6333026,2.1285255,1,472.870040816446647
346,2.60634680122418,5.2223768,6.5854163,6.1387610,6.1720171,2.5885448,3.2119703,4.1030393,4.2101717,4.0917912,2.9330711,2.0641024,1.6280303,2.6063468,1,473.143489219549338
347,2.40434253794063,6.9212098,7.8010936,7.7887492,7.7081132,1.0695568,0.7369249,0.6253776,0.6715996,5.5369754,3.3967800,2.6558707,2.1216078,2.4043427,1,1021.677080875949628
348,4.93553436379692,4.8223329,6.3123121,5.7036352,5.4344816,4.7708459,3.8836179,6.1741266,6.6484799,5.9502401,4.5068765,4.7471824,4.6448054,4.9355345,1,1250.265277997160410
349,3.63653380693999,6.7706480,6.4914680,5.9322157,5.4505672,1.5571196,3.8093848,5.6021447,6.5173492,7.3596549,4.5488210,4.8866534,4.6720924,3.6365337,1,1267.701733865465485
350,4.07794523257334,8.2205849,6.4401503,6.0124917,5.4703212,2.6077533,4.6072445,5.2660255,6.3470821,8.3182926,5.3253717,5.0804963,4.6334524,4.0779452,1,1289.856851032183386
351,2.27155673740762,6.5530305,6.4914837,6.0117636,5.5521083,3.1088774,4.5815320,5.4424772,6.2489848,7.3304272,4.5274200,5.0439525,4.8463778,2.2715569,1,1265.334421255603047
352,4.64939086281153,6.9636736,6.1696849,5.8483438,5.3371081,1.4407328,4.3827744,5.6961589,6.7988586,6.8022146,5.6422753,4.8565531,4.3655934,4.6493907,1,1275.813113624170228
353,6.43234613015773,6.7261047,5.0253263,5.6771593,5.2778525,6.6583405,6.8408065,5.6919627,6.9705682,6.2726655,6.3592973,4.6478939,3.5804963,6.4323463,1,1249.923927374481536
354,4.48150782595527,5.1397123,4.4108319,5.1387186,6.1452308,5.5169363,10.1054087,8.4093132,5.1494927,0.0000000,1.7794274,3.7725577,3.9009159,4.4815078,1,1091.112362993551187
355,5.09035788764437,5.0308237,4.7020388,4.7998838,5.7617922,15.0654078,10.8294783,9.4518337,6.1264973,0.0000000,2.4442885,4.0479965,4.0606980,5.0903578,1,1127.440189377885190
356,3.41361172141519,5.4749589,5.5211091,6.0495253,5.9012351,2.4593906,5.6434345,4.7776613,5.2290683,4.6130013,4.3976088,5.1200142,5.3742728,3.4136117,1,1240.579498986432100
357,3.87033621459546,7.4236412,7.4513664,6.7028189,6.9443660,3.0859098,3.7316768,4.1632581,3.8721054,0.0000000,0.1157651,2.2449355,2.3494160,3.8703363,1,282.124269182777198
358,2.90930288088828,5.6508317,5.4609137,6.1698594,6.0705023,2.4958663,5.5655670,5.0327868,5.2746143,0.0000000,0.0000000,1.1796340,1.4898366,2.9093029,1,41.343612111415375
359,2.00734788826534,7.1028962,6.4488158,6.7753568,6.6994452,3.4024358,4.9705491,4.2893214,4.0280414,7.5621624,5.1672277,3.4700100,2.6799452,2.0073478,1,81.747006657002359
360,1.57540662057474,4.8442750,5.7760100,6.5079713,6.7712498,6.6133289,5.4653525,4.2047300,3.9778085,5.8816929,3.9423966,3.1004398,2.3846378,1.5754067,1,61.341168825331842
361,2.11177334338714,6.4179358,6.3166656,6.6898522,6.8205962,2.3167405,2.3568599,2.1270640,1.9268823,6.2993627,3.8682177,3.9949214,3.3895094,2.1117733,1,827.144397886389811
362,3.307385127001,5.0453091,6.3638248,6.6535320,6.8550086,3.4414437,3.0979831,2.1731336,1.9111558,6.2651401,4.4706693,3.6862497,3.2116804,3.3073852,1,867.467664641258693
363,4.29257472585268,5.3956189,5.6196485,5.6530991,5.8285074,9.8209629,5.3814173,5.3752718,4.6241417,0.0000000,0.0156586,4.0078855,3.9420524,4.2925749,1,1255.679449889237958
364,5.24363546626832,6.4957004,5.4604287,5.5389900,5.7794828,3.0921149,6.3663135,5.7049327,4.8709664,4.9379983,4.7428966,3.5163696,3.0178177,5.2436357,1,1098.352212784376206
365,5.5532640143062,7.8910260,5.5017104,5.6200585,5.6816621,5.4489770,6.8154736,5.4954920,5.1595416,0.2035263,4.3042178,3.5680735,3.3821058,5.5532641,1,1133.433094926073863
366,5.22041044032172,5.1207652,5.1655421,5.3023138,5.3319120,8.7815161,8.4254799,7.8352675,8.7394438,0.0000000,0.0000000,0.0000000,1.0802115,5.2204103,1,1394.636040855719102
367,5.3760941915833,5.0229421,6.2604203,5.5045137,5.4918242,3.2480602,4.1975956,7.8491158,8.1604958,0.0000000,0.0000000,0.0000000,0.7387804,5.3760943,1,1422.504117398348171
368,5.46117153170314,7.4444609,6.4516821,5.7833476,5.4762168,1.8502203,5.1078329,7.1408720,8.2305460,0.0000000,0.0000000,0.0000000,0.6877093,5.4611716,1,1458.057568366544047
369,5.26761454135731,8.4434900,5.2240977,5.5880294,5.3548231,5.3907375,12.0157537,8.5200224,8.8046799,0.0000000,0.0000000,0.0000000,0.4502149,5.2676144,1,1515.665917734122104
370,4.823898539901,4.6692123,6.1377444,5.9027905,5.4732981,5.2880039,4.7662024,6.6775765,8.3275776,0.0000000,0.0000000,0.0000000,0.7854026,4.8238983,1,1466.406810974518748
371,6.07330254859429,8.4454002,6.0490685,5.7192855,5.5809450,1.9739710,5.2901578,7.1655159,7.8901496,0.0000000,0.0000000,0.0240773,1.1230468,6.0733027,1,1433.763105891408259
372,5.5210303088477,5.8277230,5.3481579,5.5816498,5.3115182,11.2962170,11.3092690,8.7770166,9.1904268,0.0000000,0.0000000,0.0000000,0.4924401,5.5210304,1,1523.460231795686013
373,4.58319359169744,8.2846365,7.0774879,5.7282157,5.6387625,1.6061627,3.7229023,8.5019779,8.8258791,0.0000000,0.0000000,0.7965883,1.1987629,4.5831938,1,1495.696778346297606
374,7.13703469572574,4.4538245,4.7072854,5.6265855,5.5140748,15.4205570,10.6251640,8.9230881,8.2015572,0.0000000,0.0000000,0.0911192,0.6488050,7.1370349,1,1558.780788582406331
375,5.93014796549949,8.1733789,5.8309546,5.8173399,5.4718995,3.5926554,7.3434615,7.9078007,8.9994545,0.0000000,0.0000000,0.2139189,0.8690931,5.9301481,1,1508.189006798246737
376,4.59107885393437,6.0052328,6.5869761,5.7819419,5.6920338,8.0266924,6.3020391,8.6056938,8.4817524,0.0000000,0.0000000,1.0352901,1.4622719,4.5910788,1,1465.853834495843330
377,5.06888952369178,7.4533105,6.5442138,5.4651208,5.7385955,2.0264220,4.8467274,9.7656240,8.8787041,0.0000000,0.0045710,1.0172956,1.2812247,5.0688896,1,1501.730254819457514
378,4.77042919424313,8.5131559,6.0911350,5.6320729,5.6777730,3.9048555,7.9476686,9.6316862,8.3639927,0.0000000,0.5003082,1.1827378,1.6426558,4.7704291,1,1467.274194241834948
379,4.78742802460038,6.2264647,6.6494379,5.6955514,5.6515231,6.2569070,8.4712038,7.4388022,7.2576632,0.0000000,1.0626953,1.5842886,2.0972815,4.7874279,1,1413.070780584045679
380,5.47930460561467,3.9451084,5.2066050,5.1367502,5.5230293,14.6197786,10.4128790,10.4855556,8.5129538,0.0000000,1.4254320,1.4011753,1.4448084,5.4793048,1,1526.767154318315761
381,5.50859472620298,5.9384460,5.9624290,5.2058210,5.5166459,8.2332430,6.8394427,9.3044910,8.4801159,0.0000000,1.8487623,1.6028836,1.9414188,5.5085945,1,1487.231890547859848
382,8.28263288227862,6.2671371,4.8855124,5.0246754,5.1976390,8.9952097,8.2589874,7.6440635,7.9731874,0.0000000,1.3959308,1.3943677,1.2719001,8.2826328,1,1613.222257592090045
383,6.69670811766627,4.8582120,4.9857597,5.2879682,5.3171320,4.5860233,10.2373629,9.2635231,8.6253557,0.7187032,2.1521165,1.8180252,1.6078767,6.6967082,1,1525.367352483872082
384,6.30531452904172,8.8424683,5.7538972,5.5180635,5.4793282,4.6317420,8.5310869,7.8328452,7.7469249,3.3918695,2.6184371,2.2272687,1.8566356,6.3053145,1,1508.793020868366966
385,4.80451728308532,4.8459272,5.2803483,5.8798685,5.8385844,11.6513166,8.8284101,6.8560944,6.2189488,6.4867330,3.8450634,2.9907162,2.7470434,4.8045173,1,1449.564221780594153
386,5.94874580794215,5.7644782,6.0404029,5.5138369,5.4400830,2.0393648,6.5276370,7.7471843,7.5886173,3.9603479,2.6910062,2.1022334,1.6962754,5.9487457,1,1560.496032960070806
387,3.13964829875495,5.0123782,5.3462973,5.9059634,5.7056890,5.8607664,4.2938671,5.7753158,6.3576097,5.9305229,3.3370464,2.4623325,2.0795264,3.1396482,1,1520.609502820492253
388,4.61617824752268,7.5335498,5.2692947,5.4400053,5.4921756,4.1166811,8.5267477,8.5560198,7.6827083,4.9506660,2.9410889,2.1058829,1.7524189,4.6161780,1,1580.522390644312509
389,3.64075946732759,5.2412596,5.1609273,5.4550710,5.3909764,9.8571081,9.0049677,8.5812216,8.0151272,3.8399627,2.6918082,1.9911066,1.5972641,3.6407595,1,1591.660951434135086
390,4.9639989694728,6.5080266,5.4159894,6.0364642,5.9260383,10.5128565,10.0740776,6.4035406,6.9018345,6.0265665,2.8652711,2.0709386,2.0306067,4.9639988,1,1594.755360541951632
391,5.08681136002193,5.7959542,5.6799893,6.1063218,5.9817324,10.9028864,8.8640795,6.1525664,6.7246370,5.9265199,2.8082366,2.0479424,2.0652716,5.0868115,1,1596.995662441259356
392,6.6651056570363,3.7538474,5.1397424,5.7039790,5.9108486,14.9357386,8.4267702,6.8517118,6.6513014,5.1915870,2.4572432,1.8619785,1.7086070,6.6651058,1,1621.318859282146832
393,4.93161238707896,4.6220803,5.5918574,6.0189805,6.0130677,19.3041592,8.2974596,6.2108903,6.5191946,5.3911834,2.6161420,1.9541652,1.9891068,4.9316125,1,1607.693889509034534
394,7.14771241382546,3.4536302,4.7435036,5.6335354,6.1957703,16.0611629,12.3712492,8.0409136,5.5289712,3.3806450,1.9959488,1.6799266,2.1461868,7.1477122,1,1629.940955216564362
395,5.17442572044036,6.6672583,5.3856997,5.6008329,6.3271685,8.7146378,9.6233826,9.0066137,4.8879924,2.4475605,1.6985571,1.6254640,2.2883580,5.1744256,1,1630.931088978763682
396,6.60624032888255,4.1602602,5.0958395,5.5267358,6.1367393,19.1523285,12.6994667,8.5839081,5.3267775,1.3202908,1.2125881,1.4003737,2.1408877,6.6062403,1,1657.265328663554556
397,5.41240589148116,6.2851901,5.8114905,5.9745274,6.0431819,10.5187731,8.3371601,5.7010026,5.6433339,0.1562441,0.8169698,1.2211618,2.1883199,5.4124060,1,1673.361154175265483
398,6.08692552953676,5.7933040,5.5712261,5.7259102,5.9622116,8.0647526,7.4355912,5.8195477,5.3508415,0.0000000,0.2202175,0.8706717,1.8464707,6.0869255,1,1718.605960453699936
399,2.57472850038989,5.1609817,6.4934740,7.0109911,6.5489783,2.8491676,2.0928614,1.8775334,3.0428519,0.0000000,0.7298962,2.4244390,3.1758091,2.5747285,1,1611.685313937223100
400,3.09613157335554,5.8426390,6.2349687,6.0477829,6.2277393,1.7042030,2.1323445,3.6735311,3.3735294,0.0000000,0.8184450,1.6162652,2.1694958,3.0961316,1,1720.417141082334183
401,3.80780233157303,6.0894337,6.3465581,6.1468577,6.4284396,1.3829657,2.4623504,3.6708250,3.0163004,0.0000000,0.2814001,1.5430573,2.2244816,3.8078024,1,1708.823126786255443
402,2.98732766879812,4.7609410,5.9570632,5.8526783,6.2428722,4.4462514,4.5932565,4.8055625,3.3968441,0.0000000,1.7886552,2.3635893,3.2969582,2.9873276,1,1639.179958032654895
403,3.54374186002496,7.8829761,5.6624141,6.5910048,6.4473610,1.1033871,4.2001176,3.0914440,3.1466851,0.2118057,0.8082822,2.6885149,3.7240562,3.5437419,1,1598.522602978911209
404,4.82401978086041,5.4363980,5.8232832,6.0164046,6.0409498,2.7830915,3.2537119,3.5617616,3.7900293,0.0000000,1.2329918,1.5992062,2.0018399,4.8240199,1,1743.323471423154842
405,4.84625133453747,5.9233336,5.8114891,5.5429039,5.7805614,5.8449712,4.8826485,5.5314193,4.6521840,0.3652381,1.8238975,1.6021446,1.6469680,4.8462515,1,1842.541163294501075
406,2.69169197405548,6.3112144,5.6700521,5.4566340,5.7641802,4.5923719,5.5859747,5.5254450,4.6306591,3.6254556,2.5645726,2.1187901,2.0333450,2.6916919,1,1786.354706707351397
407,3.87821090796542,5.4770446,5.5064316,5.7327437,5.6490588,7.6764302,5.9224844,4.9661322,4.9892931,4.9757524,2.9992523,2.3665204,2.0895650,3.8782110,1,1809.229296405778314
408,3.1162952789332,8.0125914,6.0261908,5.7376118,5.6860447,2.5745139,4.6939120,4.8385167,4.8562961,6.0857944,3.4309950,2.6070287,2.2188742,3.1162953,1,1799.071150911806171
409,4.97477114192493,6.4191842,5.8295388,5.6970320,5.8306074,4.2571697,5.1042609,5.1531439,4.3517237,1.2346212,2.7412765,2.2192290,1.8775901,4.9747710,1,1880.628348886273670
410,4.82254072668452,5.8593960,5.5568323,5.6759100,5.9855924,1.5165852,4.3685541,3.9862530,3.8340921,0.0000000,1.8498971,1.7863233,1.6428214,4.8225408,1,1954.250144710851828
411,4.20590732168989,4.7822747,5.0918546,5.7574177,5.9393392,11.1769085,6.9278803,4.8264365,3.9658709,5.4426546,3.3676927,2.6951044,2.1573942,4.2059073,1,1841.806559122322142
412,3.86497362970491,4.1739430,5.2962098,5.8772550,6.0139713,10.0001106,6.7003403,4.2452388,3.7046719,5.7514029,3.3769166,2.7859201,2.2209980,3.8649735,1,1840.791295481056977
413,6.88363703550876,5.7029133,5.8129888,5.7963409,6.0431681,3.5839784,3.4532931,3.8834214,3.5505238,0.0000000,2.2306209,1.9450252,1.7644413,6.8836370,1,1942.950873663404764
414,2.77830012154367,6.0470643,6.3641653,6.2210011,6.2324324,1.4031519,1.7645894,2.6365409,3.0292730,6.2710438,3.3164985,3.0439594,2.4223056,2.7783000,1,1826.048253907921435
415,2.49328382841107,5.4183092,6.0208659,6.2280431,6.2272902,2.1450093,2.4189930,2.4364944,3.0925624,6.2885594,3.5844879,3.1865575,2.4733264,2.4932837,1,1806.080518254670096
416,3.94790174411166,5.8653417,5.9430666,6.1577106,6.0668511,7.0455065,5.1450906,3.3242164,3.3095388,4.5509806,2.9801941,2.1696272,2.1055472,3.9479017,1,1908.662298042210068
417,5.68095378305613,7.5014181,6.4484944,6.3199096,6.2406063,2.7002990,3.9378808,3.0097756,2.8684595,0.0000000,2.1986883,1.8717737,1.7591151,5.6809540,1,1961.850983491397301
418,3.70851647506082,5.9989576,6.0878282,6.2460160,6.1903958,1.2025821,2.0062237,2.6760986,3.0078812,5.9910560,3.1357458,2.3497894,2.2772660,3.7085164,1,1876.873497972394716
419,3.98983910102243,7.0899510,5.8867793,6.1259255,6.0582147,5.3560619,5.0073624,3.3830721,3.3236003,4.7880960,3.0034089,2.1454747,2.1036582,3.9898391,1,1909.313115949557641
420,4.35913058406776,5.5519047,5.9909782,5.9544668,6.1125255,3.9262891,3.9475498,4.0910420,3.1248674,2.6198905,2.8273153,2.0186059,1.8597555,4.3591304,1,1946.145082307995153
421,4.53621661424198,6.8647771,5.9916401,5.9446239,6.1336851,5.1682591,4.2273884,4.0207443,3.0897822,2.3922439,2.7870939,2.0063908,1.7645416,4.5362167,1,1954.855263838421024
